username,uid,elo,rank,gender,skill_name,skill_description,n_frames,n_undetected,fps,width,height,modifier,duration_sec
my_user,my_uid,1536,732,male,7s planche,microbent form and hold time are rapidly improving,980,0,60.0,720.0,1280.0,clean,16.333333333333332
